,used,exhausted,rounds
2955,1.0,1.0,[44]
8,2.0,1.0,"[72, 75]"
1259,1.0,1.0,[12]
1404,1.0,0.0,[48]
1344,0.0,0.0,[]
3088,2.0,1.0,"[70, 146]"
2509,2.0,1.0,"[97, 100]"
1844,2.0,1.0,"[71, 73]"
3184,1.0,1.0,[24]
3272,1.0,1.0,[140]
2196,3.0,1.0,"[40, 41, 42]"
1774,0.0,0.0,[]
2840,1.0,1.0,[21]
336,1.0,1.0,[162]
2179,2.0,1.0,"[47, 50]"
702,1.0,1.0,[30]
3296,2.0,1.0,"[24, 25]"
1392,1.0,1.0,[105]
981,1.0,1.0,[124]
217,0.0,0.0,[]
2029,0.0,0.0,[]
907,0.0,0.0,[]
1958,0.0,0.0,[]
3436,1.0,1.0,[128]
182,1.0,1.0,[9]
929,0.0,0.0,[]
2570,0.0,0.0,[]
485,2.0,1.0,"[52, 61]"
3148,0.0,0.0,[]
2470,0.0,0.0,[]
1390,1.0,1.0,[161]
2581,0.0,0.0,[]
635,0.0,0.0,[]
3292,0.0,0.0,[]
3254,0.0,0.0,[]
1261,3.0,1.0,"[39, 76, 117]"
2033,0.0,0.0,[]
327,0.0,0.0,[]
2787,0.0,0.0,[]
3041,0.0,0.0,[]
3332,0.0,0.0,[]
2336,0.0,0.0,[]
474,4.0,1.0,"[6, 12, 14, 15]"
1935,0.0,0.0,[]
1760,1.0,0.0,[59]
1980,2.0,1.0,"[61, 123]"
2444,0.0,0.0,[]
893,0.0,0.0,[]
1937,0.0,0.0,[]
2040,4.0,1.0,"[115, 130, 132, 133]"
1009,2.0,1.0,"[62, 128]"
457,2.0,1.0,"[13, 14]"
3662,0.0,0.0,[]
3152,2.0,1.0,"[93, 94]"
794,0.0,0.0,[]
1182,1.0,1.0,[139]
1467,1.0,0.0,[61]
3639,1.0,1.0,[90]
220,0.0,0.0,[]
1784,2.0,1.0,"[123, 128]"
846,0.0,0.0,[]
3075,3.0,1.0,"[80, 88, 89]"
2622,1.0,1.0,[48]
2194,1.0,1.0,[50]
82,0.0,0.0,[]
1502,1.0,1.0,[62]
2525,1.0,0.0,[49]
2900,0.0,0.0,[]
2902,1.0,1.0,[140]
3401,1.0,1.0,[130]
746,2.0,1.0,"[85, 124]"
920,1.0,1.0,[134]
567,0.0,0.0,[]
3495,1.0,1.0,[30]
934,1.0,1.0,[16]
2186,2.0,1.0,"[155, 157]"
1533,9.0,1.0,"[54, 137, 138, 139, 140, 141, 142, 143, 144]"
894,1.0,1.0,[93]
1582,0.0,0.0,[]
1770,0.0,0.0,[]
2546,2.0,1.0,"[70, 71]"
2252,0.0,0.0,[]
2564,0.0,0.0,[]
1086,2.0,1.0,"[126, 163]"
3146,5.0,1.0,"[97, 98, 101, 103, 104]"
3353,1.0,1.0,[47]
1209,0.0,0.0,[]
478,1.0,1.0,[120]
353,0.0,0.0,[]
2718,0.0,0.0,[]
1996,0.0,0.0,[]
1345,0.0,0.0,[]
2895,0.0,0.0,[]
2919,3.0,1.0,"[20, 32, 36]"
531,2.0,1.0,"[1, 3]"
3380,0.0,0.0,[]
1379,0.0,0.0,[]
1780,0.0,0.0,[]
3460,0.0,0.0,[]
2988,2.0,1.0,"[149, 150]"
1791,2.0,0.0,"[38, 122]"
563,1.0,1.0,[63]
610,3.0,1.0,"[55, 69, 70]"
2805,1.0,1.0,[138]
3130,0.0,0.0,[]
1883,6.0,1.0,"[66, 74, 76, 77, 78, 81]"
3207,1.0,1.0,[36]
1203,0.0,0.0,[]
473,3.0,1.0,"[1, 8, 9]"
2479,3.0,1.0,"[30, 40, 41]"
77,2.0,1.0,"[34, 35]"
125,0.0,0.0,[]
2202,2.0,1.0,"[55, 104]"
2124,1.0,1.0,[98]
2542,0.0,0.0,[]
3736,0.0,0.0,[]
2356,0.0,0.0,[]
1430,1.0,1.0,[89]
2161,0.0,0.0,[]
280,1.0,1.0,[5]
1019,1.0,1.0,[110]
2858,0.0,0.0,[]
1316,0.0,0.0,[]
1949,1.0,1.0,[139]
1585,1.0,1.0,[126]
1995,4.0,1.0,"[62, 112, 113, 114]"
2361,2.0,1.0,"[121, 154]"
519,1.0,0.0,[156]
1855,1.0,0.0,[144]
553,0.0,0.0,[]
3391,0.0,0.0,[]
1934,4.0,1.0,"[9, 58, 62, 63]"
3470,1.0,1.0,[105]
2985,3.0,1.0,"[121, 132, 137]"
1556,1.0,1.0,[62]
49,0.0,0.0,[]
263,0.0,0.0,[]
33,0.0,0.0,[]
374,1.0,1.0,[102]
2102,1.0,1.0,[155]
2934,3.0,1.0,"[67, 69, 83]"
827,2.0,1.0,"[91, 97]"
2150,0.0,0.0,[]
938,1.0,0.0,[149]
2882,1.0,1.0,[60]
1333,0.0,0.0,[]
3700,1.0,1.0,[31]
948,0.0,0.0,[]
3413,2.0,1.0,"[162, 163]"
2740,6.0,1.0,"[36, 42, 44, 47, 55, 61]"
3245,0.0,0.0,[]
726,2.0,1.0,"[18, 28]"
1861,0.0,0.0,[]
1928,0.0,0.0,[]
2631,0.0,0.0,[]
185,0.0,0.0,[]
317,1.0,1.0,[58]
642,0.0,0.0,[]
1013,1.0,1.0,[107]
243,1.0,1.0,[104]
2441,1.0,1.0,[25]
2064,0.0,0.0,[]
151,0.0,0.0,[]
3728,0.0,0.0,[]
3084,2.0,1.0,"[111, 112]"
2778,0.0,0.0,[]
653,3.0,1.0,"[3, 4, 45]"
3030,1.0,1.0,[49]
2692,0.0,0.0,[]
1732,3.0,1.0,"[88, 89, 90]"
599,1.0,0.0,[163]
152,1.0,0.0,[157]
2615,1.0,1.0,[137]
146,0.0,0.0,[]
1845,0.0,0.0,[]
3603,0.0,0.0,[]
212,1.0,1.0,[28]
2322,0.0,0.0,[]
952,0.0,0.0,[]
824,0.0,0.0,[]
1506,0.0,0.0,[]
2068,3.0,1.0,"[132, 139, 140]"
2291,0.0,0.0,[]
3241,0.0,0.0,[]
3140,1.0,1.0,[109]
2232,1.0,1.0,[123]
3745,0.0,0.0,[]
1642,0.0,0.0,[]
174,1.0,1.0,[127]
3713,2.0,1.0,"[43, 65]"
2142,0.0,0.0,[]
1188,3.0,1.0,"[91, 99, 100]"
992,0.0,0.0,[]
3494,2.0,1.0,"[156, 157]"
3166,0.0,0.0,[]
3019,0.0,0.0,[]
3216,1.0,1.0,[108]
1530,1.0,1.0,[94]
2420,0.0,0.0,[]
3581,1.0,1.0,[157]
2069,1.0,0.0,[101]
2028,0.0,0.0,[]
3134,1.0,1.0,[56]
568,0.0,0.0,[]
2927,0.0,0.0,[]
1936,1.0,1.0,[19]
2298,1.0,1.0,[79]
3637,0.0,0.0,[]
3274,1.0,1.0,[139]
1136,0.0,0.0,[]
1554,3.0,1.0,"[27, 34, 35]"
1207,0.0,0.0,[]
385,0.0,0.0,[]
767,1.0,1.0,[98]
2719,1.0,1.0,[37]
2097,1.0,1.0,[107]
2090,4.0,1.0,"[4, 7, 8, 9]"
2544,0.0,0.0,[]
2073,0.0,0.0,[]
676,1.0,1.0,[82]
341,1.0,1.0,[84]
2790,0.0,0.0,[]
2554,0.0,0.0,[]
2466,0.0,0.0,[]
2837,1.0,1.0,[42]
1875,2.0,1.0,"[146, 148]"
2452,0.0,0.0,[]
789,0.0,0.0,[]
1690,1.0,0.0,[23]
286,0.0,0.0,[]
2896,1.0,1.0,[74]
1206,0.0,0.0,[]
3400,0.0,0.0,[]
1973,1.0,1.0,[101]
2978,1.0,1.0,[95]
411,2.0,1.0,"[93, 131]"
1550,0.0,0.0,[]
3750,0.0,0.0,[]
1438,0.0,0.0,[]
1703,0.0,0.0,[]
2510,0.0,0.0,[]
3452,1.0,1.0,[143]
444,1.0,1.0,[41]
2114,4.0,1.0,"[97, 103, 104, 105]"
2810,0.0,0.0,[]
3523,2.0,1.0,"[77, 104]"
3174,1.0,1.0,[143]
1799,1.0,1.0,[6]
266,2.0,1.0,"[12, 28]"
1424,1.0,1.0,[97]
337,0.0,0.0,[]
542,2.0,1.0,"[37, 57]"
378,0.0,0.0,[]
925,0.0,0.0,[]
1417,1.0,1.0,[7]
2654,4.0,1.0,"[73, 74, 75, 76]"
3105,1.0,1.0,[132]
3443,1.0,1.0,[17]
3535,0.0,0.0,[]
2446,1.0,1.0,[41]
2261,0.0,0.0,[]
2750,0.0,0.0,[]
1853,0.0,0.0,[]
2242,0.0,0.0,[]
1014,2.0,0.0,"[71, 137]"
1746,0.0,0.0,[]
1644,0.0,0.0,[]
2121,0.0,0.0,[]
2410,0.0,0.0,[]
2263,0.0,0.0,[]
1725,0.0,0.0,[]
499,0.0,0.0,[]
2135,0.0,0.0,[]
2502,1.0,0.0,[115]
3696,0.0,0.0,[]
3176,2.0,1.0,"[65, 73]"
3384,1.0,1.0,[82]
3668,0.0,0.0,[]
72,0.0,0.0,[]
15,1.0,1.0,[3]
1761,3.0,1.0,"[45, 138, 157]"
2847,0.0,0.0,[]
2739,0.0,0.0,[]
1733,2.0,1.0,"[83, 86]"
166,2.0,0.0,"[115, 154]"
1087,0.0,0.0,[]
2467,2.0,1.0,"[78, 79]"
2904,1.0,1.0,[121]
2500,6.0,1.0,"[71, 75, 77, 78, 81, 84]"
2428,1.0,1.0,[150]
275,0.0,0.0,[]
2665,0.0,0.0,[]
1892,0.0,0.0,[]
3505,0.0,0.0,[]
1043,1.0,0.0,[80]
205,3.0,1.0,"[104, 123, 129]"
3447,0.0,0.0,[]
2123,5.0,1.0,"[24, 37, 130, 131, 132]"
711,4.0,1.0,"[10, 11, 26, 29]"
2618,0.0,0.0,[]
1112,0.0,0.0,[]
3020,4.0,1.0,"[151, 153, 154, 155]"
1332,1.0,1.0,[2]
3545,1.0,1.0,[124]
369,3.0,1.0,"[3, 22, 42]"
1055,0.0,0.0,[]
463,3.0,1.0,"[5, 6, 7]"
3638,1.0,1.0,[116]
1220,0.0,0.0,[]
1349,0.0,0.0,[]
2643,1.0,1.0,[69]
1108,0.0,0.0,[]
2248,0.0,0.0,[]
773,1.0,1.0,[135]
2898,5.0,1.0,"[145, 150, 151, 152, 153]"
3406,0.0,0.0,[]
99,2.0,1.0,"[39, 46]"
169,1.0,1.0,[24]
2712,0.0,0.0,[]
2042,2.0,1.0,"[128, 129]"
477,1.0,1.0,[33]
2086,0.0,0.0,[]
27,0.0,0.0,[]
891,3.0,1.0,"[69, 83, 89]"
7,1.0,1.0,[1]
1292,0.0,0.0,[]
3644,2.0,1.0,"[66, 67]"
1402,2.0,1.0,"[22, 71]"
2711,1.0,0.0,[154]
644,0.0,0.0,[]
1296,0.0,0.0,[]
1400,0.0,0.0,[]
2727,2.0,1.0,"[7, 153]"
2613,0.0,0.0,[]
2153,0.0,0.0,[]
3587,0.0,0.0,[]
390,1.0,1.0,[3]
1800,0.0,0.0,[]
1744,0.0,0.0,[]
965,2.0,1.0,"[2, 8]"
692,1.0,1.0,[103]
675,0.0,0.0,[]
1625,1.0,1.0,[62]
472,1.0,0.0,[142]
2625,0.0,0.0,[]
491,2.0,1.0,"[10, 11]"
674,0.0,0.0,[]
381,3.0,1.0,"[114, 130, 158]"
2538,3.0,1.0,"[11, 55, 56]"
1073,0.0,0.0,[]
107,0.0,0.0,[]
2222,0.0,0.0,[]
763,0.0,0.0,[]
2304,1.0,1.0,[148]
2820,0.0,0.0,[]
3599,0.0,0.0,[]
1067,0.0,0.0,[]
428,1.0,1.0,[45]
1449,0.0,0.0,[]
1278,0.0,0.0,[]
727,1.0,1.0,[35]
2952,1.0,1.0,[157]
2084,0.0,0.0,[]
3068,0.0,0.0,[]
3065,0.0,0.0,[]
189,1.0,1.0,[10]
511,4.0,1.0,"[101, 105, 124, 131]"
1157,0.0,0.0,[]
3220,0.0,0.0,[]
1557,1.0,1.0,[148]
1181,2.0,1.0,"[24, 27]"
2458,0.0,0.0,[]
257,0.0,0.0,[]
3116,0.0,0.0,[]
3718,0.0,0.0,[]
826,0.0,0.0,[]
3133,3.0,1.0,"[41, 47, 49]"
1900,0.0,0.0,[]
2119,0.0,0.0,[]
1836,0.0,0.0,[]
1622,0.0,0.0,[]
1516,2.0,1.0,"[104, 117]"
3224,1.0,0.0,[31]
2990,0.0,0.0,[]
1907,1.0,1.0,[93]
3378,0.0,0.0,[]
2721,2.0,1.0,"[21, 96]"
2435,0.0,0.0,[]
1081,2.0,0.0,"[94, 113]"
3102,1.0,0.0,[142]
2794,0.0,0.0,[]
3650,0.0,0.0,[]
13,3.0,1.0,"[21, 23, 24]"
2152,1.0,1.0,[80]
3232,1.0,1.0,[108]
3233,0.0,0.0,[]
845,0.0,0.0,[]
2912,1.0,1.0,[137]
2873,0.0,0.0,[]
3740,4.0,1.0,"[80, 81, 82, 83]"
778,1.0,0.0,[155]
2367,1.0,1.0,[71]
2814,2.0,1.0,"[51, 52]"
1083,1.0,1.0,[5]
469,0.0,0.0,[]
3025,0.0,0.0,[]
1016,0.0,0.0,[]
1347,0.0,0.0,[]
1905,0.0,0.0,[]
361,0.0,0.0,[]
299,2.0,1.0,"[104, 114]"
3039,1.0,1.0,[162]
697,0.0,0.0,[]
2439,2.0,1.0,"[132, 133]"
935,0.0,0.0,[]
1378,0.0,0.0,[]
355,2.0,1.0,"[25, 29]"
3327,0.0,0.0,[]
431,0.0,0.0,[]
2237,2.0,1.0,"[134, 143]"
2212,0.0,0.0,[]
980,2.0,1.0,"[29, 97]"
3301,0.0,0.0,[]
1428,0.0,0.0,[]
1731,1.0,1.0,[28]
2903,1.0,1.0,[16]
2863,0.0,0.0,[]
386,1.0,0.0,[117]
2593,1.0,1.0,[58]
584,0.0,0.0,[]
807,1.0,1.0,[53]
1588,0.0,0.0,[]
3397,0.0,0.0,[]
3389,0.0,0.0,[]
3742,0.0,0.0,[]
3036,0.0,0.0,[]
3151,0.0,0.0,[]
1852,0.0,0.0,[]
3527,0.0,0.0,[]
282,3.0,1.0,"[16, 26, 38]"
304,1.0,1.0,[124]
2539,1.0,1.0,[70]
931,0.0,0.0,[]
1544,0.0,0.0,[]
1106,0.0,0.0,[]
1696,0.0,0.0,[]
1929,2.0,1.0,"[10, 12]"
820,0.0,0.0,[]
3283,0.0,0.0,[]
710,4.0,1.0,"[21, 24, 29, 31]"
2382,0.0,0.0,[]
3566,2.0,1.0,"[14, 15]"
766,0.0,0.0,[]
819,1.0,1.0,[15]
2256,0.0,0.0,[]
2417,1.0,1.0,[117]
3377,3.0,1.0,"[49, 72, 77]"
265,1.0,1.0,[69]
1303,0.0,0.0,[]
3003,2.0,1.0,"[133, 135]"
3307,0.0,0.0,[]
2038,0.0,0.0,[]
780,0.0,0.0,[]
866,0.0,0.0,[]
2989,1.0,1.0,[153]
1137,0.0,0.0,[]
3606,0.0,0.0,[]
3063,1.0,1.0,[121]
1766,0.0,0.0,[]
1464,2.0,1.0,"[59, 68]"
3754,2.0,1.0,"[79, 114]"
3536,1.0,1.0,[128]
3517,1.0,1.0,[101]
1902,1.0,0.0,[139]
572,1.0,1.0,[4]
397,0.0,0.0,[]
2345,3.0,1.0,"[136, 140, 141]"
2432,4.0,1.0,"[64, 69, 70, 71]"
3485,0.0,0.0,[]
3591,5.0,1.0,"[43, 44, 45, 46, 47]"
2404,0.0,0.0,[]
3590,0.0,0.0,[]
3596,0.0,0.0,[]
720,1.0,1.0,[93]
448,0.0,0.0,[]
3259,0.0,0.0,[]
1314,0.0,0.0,[]
1736,3.0,1.0,"[25, 29, 30]"
3251,0.0,0.0,[]
1487,1.0,1.0,[136]
3345,3.0,1.0,"[35, 43, 44]"
967,0.0,0.0,[]
2319,4.0,1.0,"[107, 109, 110, 111]"
1528,1.0,1.0,[108]
3675,0.0,0.0,[]
1887,0.0,0.0,[]
106,0.0,0.0,[]
2257,2.0,1.0,"[120, 121]"
2396,0.0,0.0,[]
637,1.0,1.0,[102]
1071,0.0,0.0,[]
364,3.0,0.0,"[21, 140, 156]"
954,0.0,0.0,[]
1440,0.0,0.0,[]
1552,3.0,1.0,"[127, 129, 131]"
1729,0.0,0.0,[]
26,0.0,0.0,[]
2770,1.0,1.0,[116]
2621,1.0,1.0,[122]
2881,0.0,0.0,[]
2037,1.0,1.0,[4]
1302,0.0,0.0,[]
3012,0.0,0.0,[]
3598,0.0,0.0,[]
3271,1.0,1.0,[19]
1184,0.0,0.0,[]
3086,2.0,1.0,"[58, 65]"
490,1.0,1.0,[52]
1776,0.0,0.0,[]
3478,1.0,1.0,[62]
3178,0.0,0.0,[]
3336,0.0,0.0,[]
3424,2.0,1.0,"[54, 68]"
2893,0.0,0.0,[]
456,0.0,0.0,[]
3167,0.0,0.0,[]
1595,6.0,1.0,"[146, 147, 148, 149, 150, 151]"
2563,0.0,0.0,[]
197,0.0,0.0,[]
2368,1.0,1.0,[110]
1339,0.0,0.0,[]
2183,1.0,1.0,[138]
1026,0.0,0.0,[]
1370,0.0,0.0,[]
1709,0.0,0.0,[]
85,1.0,1.0,[30]
3297,0.0,0.0,[]
2364,0.0,0.0,[]
144,0.0,0.0,[]
2552,1.0,1.0,[135]
17,0.0,0.0,[]
3076,2.0,1.0,"[6, 14]"
1460,1.0,1.0,[3]
1919,0.0,0.0,[]
1462,0.0,0.0,[]
686,2.0,1.0,"[37, 38]"
1396,1.0,1.0,[129]
3582,2.0,1.0,"[16, 17]"
3262,1.0,1.0,[109]
3170,1.0,1.0,[101]
586,0.0,0.0,[]
2958,1.0,1.0,[72]
1277,4.0,1.0,"[13, 14, 15, 16]"
1210,0.0,0.0,[]
885,0.0,0.0,[]
2811,0.0,0.0,[]
1773,1.0,1.0,[99]
1526,2.0,1.0,"[57, 63]"
2693,0.0,0.0,[]
236,0.0,0.0,[]
1419,0.0,0.0,[]
2208,5.0,1.0,"[50, 52, 53, 54, 55]"
876,1.0,1.0,[119]
986,0.0,0.0,[]
700,1.0,1.0,[22]
1103,0.0,0.0,[]
2846,0.0,0.0,[]
1880,0.0,0.0,[]
3741,0.0,0.0,[]
2192,1.0,1.0,[64]
2177,0.0,0.0,[]
994,1.0,1.0,[134]
1704,1.0,1.0,[86]
580,4.0,1.0,"[8, 12, 19, 20]"
2223,0.0,0.0,[]
1719,0.0,0.0,[]
964,0.0,0.0,[]
244,1.0,1.0,[22]
882,3.0,1.0,"[150, 152, 154]"
393,1.0,1.0,[145]
795,1.0,1.0,[76]
2459,0.0,0.0,[]
2421,0.0,0.0,[]
1092,0.0,0.0,[]
1486,4.0,1.0,"[9, 11, 18, 31]"
203,1.0,1.0,[77]
1723,0.0,0.0,[]
1315,1.0,1.0,[51]
1751,0.0,0.0,[]
624,1.0,1.0,[126]
3077,2.0,1.0,"[52, 86]"
2495,4.0,1.0,"[138, 139, 140, 141]"
1098,1.0,1.0,[88]
611,1.0,0.0,[70]
3376,0.0,0.0,[]
2549,1.0,0.0,[79]
520,0.0,0.0,[]
2999,0.0,0.0,[]
2925,5.0,1.0,"[80, 81, 82, 83, 85]"
148,2.0,1.0,"[54, 55]"
346,0.0,0.0,[]
3428,2.0,1.0,"[25, 30]"
3556,1.0,1.0,[142]
2913,6.0,1.0,"[58, 109, 110, 111, 112, 113]"
3458,2.0,1.0,"[80, 82]"
3342,0.0,0.0,[]
2918,1.0,1.0,[36]
2962,1.0,1.0,[66]
3507,4.0,1.0,"[23, 26, 29, 30]"
255,1.0,1.0,[161]
2793,0.0,0.0,[]
127,2.0,1.0,"[67, 68]"
2487,0.0,0.0,[]
261,0.0,0.0,[]
978,0.0,0.0,[]
1123,2.0,1.0,"[149, 150]"
2238,0.0,0.0,[]
2723,0.0,0.0,[]
1478,2.0,1.0,"[109, 111]"
663,0.0,0.0,[]
3585,0.0,0.0,[]
3000,1.0,1.0,[48]
649,0.0,0.0,[]
3410,1.0,1.0,[148]
1020,3.0,1.0,"[115, 128, 142]"
1895,0.0,0.0,[]
1397,0.0,0.0,[]
841,1.0,1.0,[46]
2736,2.0,1.0,"[86, 87]"
2697,0.0,0.0,[]
2980,3.0,1.0,"[39, 140, 141]"
1668,0.0,0.0,[]
1512,0.0,0.0,[]
3396,1.0,1.0,[76]
160,1.0,1.0,[142]
605,1.0,1.0,[17]
281,1.0,1.0,[9]
1748,2.0,1.0,"[66, 72]"
3607,0.0,0.0,[]
241,4.0,1.0,"[114, 127, 149, 150]"
1699,0.0,0.0,[]
3695,1.0,1.0,[78]
810,0.0,0.0,[]
813,1.0,1.0,[57]
1666,2.0,1.0,"[41, 44]"
1079,2.0,1.0,"[101, 113]"
556,2.0,1.0,"[75, 80]"
487,0.0,0.0,[]
438,1.0,1.0,[6]
1655,0.0,0.0,[]
1162,3.0,1.0,"[103, 118, 119]"
1348,0.0,0.0,[]
2309,3.0,1.0,"[144, 145, 146]"
382,1.0,1.0,[56]
2504,0.0,0.0,[]
1678,2.0,0.0,"[28, 127]"
2953,1.0,1.0,[101]
3667,0.0,0.0,[]
551,0.0,0.0,[]
3419,0.0,0.0,[]
2270,0.0,0.0,[]
1179,1.0,1.0,[37]
524,0.0,0.0,[]
713,1.0,1.0,[79]
1534,0.0,0.0,[]
1803,0.0,0.0,[]
2574,1.0,1.0,[40]
1117,6.0,1.0,"[116, 134, 139, 145, 147, 148]"
2457,0.0,0.0,[]
2883,3.0,1.0,"[146, 147, 148]"
284,0.0,0.0,[]
1485,0.0,0.0,[]
2833,0.0,0.0,[]
2214,0.0,0.0,[]
2762,0.0,0.0,[]
2118,0.0,0.0,[]
1017,0.0,0.0,[]
3361,0.0,0.0,[]
1786,0.0,0.0,[]
1815,1.0,1.0,[78]
3225,3.0,1.0,"[27, 30, 31]"
581,2.0,1.0,"[107, 109]"
2316,0.0,0.0,[]
328,1.0,1.0,[55]
2195,0.0,0.0,[]
497,0.0,0.0,[]
2493,0.0,0.0,[]
1874,1.0,0.0,[107]
227,1.0,1.0,[57]
1755,0.0,0.0,[]
1101,0.0,0.0,[]
398,0.0,0.0,[]
1858,1.0,1.0,[104]
372,0.0,0.0,[]
3029,2.0,1.0,"[121, 130]"
786,0.0,0.0,[]
3631,2.0,1.0,"[102, 105]"
1972,0.0,0.0,[]
1679,0.0,0.0,[]
1183,0.0,0.0,[]
409,0.0,0.0,[]
226,0.0,0.0,[]
2383,2.0,1.0,"[125, 126]"
1475,4.0,1.0,"[10, 112, 146, 158]"
1280,0.0,0.0,[]
970,0.0,0.0,[]
532,3.0,1.0,"[76, 78, 106]"
538,0.0,0.0,[]
2267,2.0,1.0,"[118, 119]"
3583,0.0,0.0,[]
2062,0.0,0.0,[]
3123,1.0,1.0,[74]
422,3.0,1.0,"[15, 33, 49]"
1434,1.0,1.0,[150]
365,0.0,0.0,[]
3132,1.0,1.0,[82]
2730,0.0,0.0,[]
3097,1.0,1.0,[129]
521,1.0,1.0,[32]
2944,1.0,1.0,[17]
2640,2.0,1.0,"[160, 161]"
1264,0.0,0.0,[]
400,1.0,1.0,[48]
1804,1.0,1.0,[24]
2065,0.0,0.0,[]
2035,0.0,0.0,[]
3753,2.0,1.0,"[133, 134]"
9,0.0,0.0,[]
2464,0.0,0.0,[]
695,2.0,1.0,"[56, 57]"
1024,1.0,0.0,[162]
455,1.0,1.0,[49]
2108,0.0,0.0,[]
1867,0.0,0.0,[]
1144,0.0,0.0,[]
3352,0.0,0.0,[]
1785,0.0,0.0,[]
3758,0.0,0.0,[]
1868,1.0,1.0,[45]
1198,1.0,1.0,[27]
2760,4.0,1.0,"[115, 117, 121, 123]"
1313,1.0,0.0,[145]
1018,0.0,0.0,[]
1682,0.0,0.0,[]
2096,0.0,0.0,[]
3267,0.0,0.0,[]
1618,1.0,1.0,[50]
3608,0.0,0.0,[]
1783,1.0,1.0,[40]
1848,0.0,0.0,[]
3094,1.0,1.0,[96]
2812,0.0,0.0,[]
3498,0.0,0.0,[]
508,0.0,0.0,[]
167,0.0,0.0,[]
546,0.0,0.0,[]
3136,0.0,0.0,[]
2311,3.0,1.0,"[109, 119, 121]"
3502,0.0,0.0,[]
2533,0.0,0.0,[]
738,5.0,1.0,"[108, 110, 124, 126, 128]"
2578,1.0,1.0,[124]
3501,2.0,1.0,"[147, 148]"
2249,1.0,0.0,[32]
3605,1.0,1.0,[98]
1241,2.0,1.0,"[46, 55]"
316,0.0,0.0,[]
3284,7.0,1.0,"[52, 86, 87, 88, 89, 91, 92]"
2761,0.0,0.0,[]
3081,1.0,1.0,[21]
1061,2.0,1.0,"[16, 114]"
683,0.0,0.0,[]
548,1.0,1.0,[57]
1488,0.0,0.0,[]
1910,3.0,1.0,"[68, 72, 76]"
854,2.0,1.0,"[8, 9]"
1670,0.0,0.0,[]
139,1.0,1.0,[147]
3328,2.0,1.0,"[69, 82]"
3252,1.0,1.0,[102]
3560,1.0,1.0,[65]
1641,1.0,1.0,[49]
3717,0.0,0.0,[]
447,1.0,1.0,[40]
1351,3.0,1.0,"[9, 25, 30]"
2857,2.0,1.0,"[61, 74]"
2773,2.0,1.0,"[104, 106]"
646,1.0,1.0,[151]
2890,6.0,1.0,"[42, 63, 65, 67, 68, 72]"
3657,0.0,0.0,[]
2998,1.0,1.0,[85]
387,4.0,1.0,"[29, 37, 102, 104]"
3312,1.0,1.0,[95]
3147,0.0,0.0,[]
919,2.0,0.0,"[48, 127]"
3386,1.0,1.0,[101]
1289,0.0,0.0,[]
1414,1.0,0.0,[87]
3737,3.0,1.0,"[101, 102, 103]"
704,3.0,1.0,"[116, 160, 162]"
3630,0.0,0.0,[]
2842,0.0,0.0,[]
1615,0.0,0.0,[]
955,1.0,1.0,[75]
2300,4.0,1.0,"[5, 23, 152, 153]"
865,0.0,0.0,[]
2160,0.0,0.0,[]
3129,1.0,1.0,[110]
3263,0.0,0.0,[]
2865,2.0,1.0,"[81, 87]"
2244,0.0,0.0,[]
2752,0.0,0.0,[]
335,2.0,1.0,"[3, 4]"
43,1.0,1.0,[131]
1027,1.0,1.0,[45]
3054,1.0,1.0,[137]
505,0.0,0.0,[]
3034,0.0,0.0,[]
168,3.0,0.0,"[143, 145, 156]"
1612,0.0,0.0,[]
2497,1.0,1.0,[142]
1084,0.0,0.0,[]
2695,1.0,1.0,[98]
2777,1.0,1.0,[123]
1350,0.0,0.0,[]
3185,6.0,1.0,"[73, 80, 81, 82, 83, 84]"
3001,2.0,1.0,"[47, 65]"
1793,1.0,1.0,[40]
2668,0.0,0.0,[]
1288,1.0,1.0,[8]
415,0.0,0.0,[]
1643,0.0,0.0,[]
1272,1.0,1.0,[108]
668,1.0,1.0,[98]
1436,0.0,0.0,[]
3720,0.0,0.0,[]
2462,0.0,0.0,[]
3320,1.0,1.0,[59]
303,1.0,1.0,[12]
951,0.0,0.0,[]
1825,3.0,1.0,"[44, 125, 127]"
628,1.0,1.0,[56]
2250,0.0,0.0,[]
196,1.0,1.0,[85]
608,0.0,0.0,[]
1939,0.0,0.0,[]
1562,0.0,0.0,[]
1600,0.0,0.0,[]
516,2.0,1.0,"[154, 163]"
2551,0.0,0.0,[]
42,2.0,1.0,"[37, 38]"
2200,1.0,1.0,[162]
848,0.0,0.0,[]
1300,1.0,1.0,[9]
475,0.0,0.0,[]
3242,1.0,0.0,[95]
2067,0.0,0.0,[]
2649,5.0,1.0,"[70, 72, 74, 76, 77]"
1808,1.0,1.0,[126]
1139,2.0,1.0,"[38, 52]"
2984,1.0,1.0,[40]
380,0.0,0.0,[]
2139,0.0,0.0,[]
1605,0.0,0.0,[]
1120,1.0,1.0,[83]
534,1.0,0.0,[163]
1187,0.0,0.0,[]
2887,1.0,1.0,[93]
131,0.0,0.0,[]
2302,1.0,1.0,[78]
3682,0.0,0.0,[]
2451,2.0,1.0,"[53, 57]"
3392,1.0,1.0,[127]
67,1.0,0.0,[155]
1217,1.0,0.0,[147]
790,1.0,1.0,[152]
3149,0.0,0.0,[]
190,3.0,1.0,"[66, 72, 78]"
461,0.0,0.0,[]
1847,3.0,1.0,"[156, 157, 158]"
