,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty
102,"[472, 220, 653, 719, 1112, 1398, 1060, 972, 123, 3569, 895, 288, 2217, 662, 678, 298, 387, 2424, 3101, 3666, 3182, 2163, 140, 1946, 1846, 23, 1448, 1996, 683, 778, 2401, 1116, 1162, 1745, 607, 2980]","[1058, 779, 563, 1002, 1809, 281, 2036, 1768, 1638, 1086, 2710, 498, 799, 45, 1790, 472, 1697, 895, 1945, 403, 1641, 2451, 3203, 547, 1238, 660, 1029, 2406, 3634, 1004, 397, 289, 283, 1133, 1921, 1490]","[1048, 935, 2717, 1747, 2148, 3148, 1873, 1335, 2389, 2445, 1613, 1339, 2019, 1094, 3184, 601, 1786, 1164, 1563, 2283, 915, 245, 3147, 3417, 1487, 3643, 2640, 792, 3588, 2970, 920, 760, 3677, 959, 1494, 1415]","[1167, 2990, 1312, 3625, 1673, 465, 325, 48, 198, 2516, 467, 1654, 42, 897, 156, 1936, 3083, 3357, 380, 298, 1086, 2563, 348, 2448, 552, 1307, 2256, 2270, 2408, 132, 281, 2132, 1018, 305, 1193, 27]","[1086, 695, 1491, 518, 1619, 1050, 1234, 1177, 674, 1520, 529, 618, 2874, 927, 1914, 2308, 1095, 2103, 1544, 1568, 495, 888, 1048, 2849, 575, 1768, 1327, 3388, 2938, 2233, 3427, 289, 1618, 1487, 1717, 843]"
103,"[719, 1618, 1865, 220, 338, 387, 157, 1717, 3198, 10, 799, 2361, 653, 1691, 23, 298, 3479, 288, 1231, 1261, 1219, 1611, 1058, 1819, 123, 1644, 2489, 3656, 935, 3679, 678, 927, 2523, 2261, 2103, 657]","[126, 169, 3221, 360, 1058, 1490, 439, 1297, 3014, 2786, 2666, 799, 1790, 92, 426, 1077, 2045, 859, 3281, 1682, 315, 248, 683, 1004, 660, 361, 2451, 430, 1843, 1029, 2990, 1669, 2496, 1707, 2942, 1296]","[822, 1515, 2717, 3718, 1715, 1351, 363, 2905, 1850, 2143, 981, 388, 1610, 601, 2877, 1512, 1085, 1928, 2697, 906, 2818, 492, 2583, 1081, 1487, 426, 1600, 1709, 1084, 2095, 1895, 2552, 2967, 1441, 357, 1551]","[2563, 132, 2270, 124, 1967, 348, 467, 465, 2990, 1936, 2371, 42, 1264, 573, 298, 2144, 7, 1087, 156, 198, 1171, 719, 2334, 1086, 2898, 289, 2835, 1065, 897, 578, 880, 938, 2427, 1605, 1632, 325]","[1086, 529, 597, 695, 2409, 1491, 2938, 1618, 3530, 3388, 2823, 1095, 893, 1914, 2308, 1048, 1234, 2710, 778, 1354, 1487, 1883, 1884, 2103, 1792, 1982, 888, 1050, 3738, 1691, 3718, 1475, 2104, 1644, 948, 498]"
104,"[220, 678, 719, 657, 2788, 326, 612, 2915, 467, 746, 1844, 3642, 23, 683, 123, 593, 653, 1323, 2262, 3649, 723, 1819, 1319, 511, 1050, 778, 761, 1460, 1438, 927, 595, 3672, 1086, 218, 1253, 309]","[1004, 360, 1297, 3226, 1869, 1296, 3678, 1507, 2996, 473, 2114, 799, 472, 702, 2666, 3634, 584, 76, 2353, 126, 92, 1490, 2839, 498, 3297, 2451, 1077, 1220, 2404, 1558, 229, 1970, 78, 1691, 2390, 868]","[1670, 3418, 2717, 3718, 202, 2138, 344, 2905, 2927, 1920, 2122, 388, 424, 601, 2877, 1512, 1085, 2012, 2697, 2037, 3750, 492, 3554, 1081, 1487, 1100, 21, 1969, 3126, 2095, 260, 2378, 3185, 2374, 1939, 1551]","[3337, 855, 198, 42, 467, 522, 156, 46, 465, 1936, 3682, 573, 1000, 318, 892, 1953, 880, 578, 1632, 1086, 325, 71, 1018, 607, 1065, 472, 1122, 1524, 816, 1087, 300, 383, 1244, 124, 1961, 348]","[498, 1491, 1650, 1058, 927, 674, 1437, 893, 2849, 2938, 1095, 289, 529, 1800, 2782, 1884, 2409, 1487, 1618, 2823, 1622, 2058, 1883, 1751, 597, 1177, 2493, 1961, 1376, 1415, 1982, 3203, 2557, 684, 1048, 778]"
105,"[653, 234, 465, 218, 123, 23, 230, 263, 507, 3032, 1084, 1297, 889, 885, 150, 691, 302, 1029, 719, 660, 1026, 1058, 1087, 2665, 982, 849, 3329, 1646, 612, 100, 1600, 2908, 177, 1244, 3581, 1031]","[1002, 2666, 1210, 1297, 256, 1004, 92, 1507, 3281, 320, 1430, 1638, 289, 820, 1502, 2362, 2344, 473, 914, 1007, 315, 403, 78, 3678, 666, 3649, 283, 1648, 994, 885, 1869, 1994, 1567, 248, 799, 2357]","[548, 1966, 2717, 280, 687, 1888, 211, 3513, 2859, 1743, 405, 533, 110, 601, 3659, 1476, 1085, 2884, 3226, 1047, 2023, 3239, 622, 1081, 1487, 2418, 930, 462, 2095, 3670, 160, 3077, 1111, 800, 358, 469]","[1994, 467, 198, 156, 1065, 855, 788, 1244, 1122, 132, 565, 325, 1000, 71, 573, 2207, 1086, 289, 858, 954, 3563, 435, 816, 130, 1376, 1415, 1765, 3337, 2336, 1047, 880, 2771, 1410, 607, 465, 522]","[1800, 2409, 1884, 597, 1491, 2401, 1618, 1982, 1487, 1751, 674, 888, 498, 2091, 1177, 1766, 1415, 2185, 529, 2488, 3664, 640, 1725, 695, 779, 2938, 3206, 2156, 44, 1354, 2848, 3641, 2823, 2103, 2622, 1378]"
106,"[218, 885, 150, 511, 719, 653, 2262, 2538, 230, 344, 201, 1417, 3085, 541, 2497, 3346, 466, 2050, 680, 2180, 2264, 1116, 684, 1427, 1029, 1048, 98, 326, 234, 3350, 270, 1904, 1890, 1007, 571, 1086]","[479, 2666, 338, 799, 885, 1507, 1004, 76, 1002, 1221, 2840, 678, 1502, 3479, 1895, 1990, 3258, 584, 1076, 3678, 256, 1029, 572, 430, 2516, 683, 1701, 3204, 1565, 2240, 2337, 320, 1018, 1206, 2942, 778]","[1757, 3445, 2195, 2100, 3656, 3015, 569, 1276, 2429, 3084, 1004, 1307, 83, 2623, 1299, 3191, 3197, 1511, 1454, 2790, 3415, 3177, 525, 3532, 879, 1194, 284, 186, 2108, 1909, 3686, 1287, 661, 329, 2831, 1684]","[7, 132, 289, 435, 71, 156, 1122, 3621, 4, 1000, 1352, 858, 305, 1816, 348, 1047, 467, 1575, 300, 198, 472, 1150, 3679, 855, 2145, 653, 1939, 465, 607, 968, 938, 325, 3083, 3644, 1244, 495]","[1491, 1234, 1487, 597, 1766, 1884, 1800, 1095, 529, 2544, 1982, 2347, 1751, 2687, 3644, 779, 3561, 3203, 1177, 2823, 147, 2175, 1650, 695, 348, 123, 2938, 1437, 1598, 1927, 3664, 2058, 2595, 2967, 974, 2118]"
107,"[653, 1283, 896, 2267, 1039, 719, 22, 927, 423, 592, 218, 3444, 1293, 1101, 1853, 23, 1544, 3582, 465, 1265, 2186, 1169, 1127, 498, 160, 3574, 507, 531, 778, 1817, 1029, 723, 110, 1190, 2212, 1815]","[2666, 1004, 3281, 746, 1768, 1044, 1002, 1039, 1221, 3542, 511, 689, 1018, 3083, 131, 2241, 1906, 2054, 1994, 3003, 1659, 346, 2495, 3595, 2546, 274, 2451, 403, 392, 1029, 584, 2406, 320, 2148, 2137, 2166]","[823, 2620, 2195, 3388, 0, 1128, 2094, 2224, 1253, 2159, 2347, 664, 2148, 1815, 3219, 487, 318, 1673, 1739, 1324, 711, 1560, 599, 1978, 2288, 2718, 1825, 2279, 2638, 1916, 3591, 3667, 337, 2022, 2446, 2968]","[3682, 467, 156, 3621, 1438, 305, 683, 2706, 1150, 2334, 2781, 2368, 289, 1654, 300, 465, 895, 348, 325, 3684, 281, 1086, 1829, 2732, 858, 71, 4, 473, 1239, 653, 423, 897, 607, 2083, 1002, 1143]","[529, 1236, 1437, 2118, 289, 857, 3203, 779, 1487, 3172, 164, 791, 1721, 1622, 123, 1650, 1884, 3644, 597, 1050, 2544, 1491, 250, 907, 3664, 3509, 2323, 2777, 1016, 68, 2175, 3444, 3602, 2622, 538, 2823]"
108,"[218, 110, 1549, 2968, 719, 678, 1442, 1106, 592, 3364, 77, 1924, 1800, 2555, 1231, 98, 1101, 3011, 263, 1039, 810, 92, 1598, 2186, 1261, 76, 1122, 1029, 1048, 616, 3252, 1230, 1267, 857, 467, 22]","[1337, 2666, 885, 1999, 1422, 1004, 689, 3280, 1087, 2129, 320, 2406, 1638, 131, 1242, 1312, 2054, 1039, 473, 130, 1007, 3678, 859, 2587, 435, 92, 2469, 1581, 654, 346, 1198, 498, 2438, 327, 1301, 3357]","[2104, 2339, 2195, 1279, 2168, 3339, 2503, 1271, 3386, 2705, 1662, 1589, 328, 1284, 142, 1822, 561, 3296, 2602, 224, 149, 509, 3514, 2970, 2288, 3700, 1921, 368, 2201, 1044, 3035, 1960, 2879, 3479, 1095, 1658]","[1150, 435, 465, 1018, 348, 156, 895, 71, 289, 968, 1014, 1008, 7, 130, 1086, 495, 1122, 467, 1095, 607, 3694, 1832, 1292, 1432, 2694, 286, 653, 1139, 305, 1630, 4, 274, 52, 388, 281, 1148]","[3204, 68, 1982, 3203, 778, 1435, 907, 1234, 779, 137, 529, 1480, 2967, 1487, 1884, 498, 888, 695, 1095, 289, 404, 533, 2103, 1762, 2622, 1721, 2104, 2823, 1751, 1424, 1584, 597, 2544, 3722, 1429, 1650]"
109,"[511, 1457, 1512, 160, 2185, 1713, 1319, 62, 1127, 1070, 1544, 458, 885, 1181, 1269, 1905, 680, 812, 867, 1106, 3273, 423, 746, 427, 3684, 1490, 1215, 1029, 678, 23, 3343, 1299, 691, 529, 778, 1697]","[2587, 1332, 3270, 2406, 1846, 1087, 281, 1422, 2115, 410, 885, 1358, 130, 683, 387, 283, 867, 1507, 1565, 689, 678, 1921, 1666, 1994, 1297, 3083, 1860, 2105, 2009, 1058, 2028, 1892, 3595, 717, 2139, 2516]","[1856, 1058, 2195, 938, 3413, 2901, 2458, 2729, 855, 22, 1308, 2474, 129, 30, 3320, 2472, 561, 3169, 2875, 3456, 1441, 454, 565, 2095, 2288, 392, 1012, 3414, 3662, 1743, 517, 861, 2641, 47, 444, 1119]","[71, 3684, 465, 435, 1014, 305, 1018, 281, 368, 348, 607, 467, 719, 2540, 472, 1073, 2229, 196, 316, 1531, 1892, 130, 895, 1330, 118, 2368, 3567, 1088, 160, 756, 1757, 1682, 1137, 403, 575, 883]","[2938, 2967, 1961, 1437, 3560, 1234, 3509, 1480, 3203, 2782, 888, 164, 1751, 1613, 779, 147, 3015, 1644, 68, 2118, 1330, 1415, 1139, 1378, 1873, 2974, 2028, 2114, 1487, 2143, 1095, 2185, 1691, 2103, 1624, 2839]"
110,"[2834, 511, 1112, 1201, 2347, 2472, 816, 778, 885, 427, 492, 1318, 893, 2228, 2011, 267, 1219, 465, 1925, 23, 1943, 1198, 1253, 3677, 982, 1086, 1084, 77, 1076, 1029, 3359, 799, 673, 364, 956, 198]","[1242, 130, 778, 2587, 1961, 1297, 2406, 1422, 689, 403, 2782, 1065, 1846, 2055, 410, 678, 3012, 1026, 600, 3530, 867, 2148, 2028, 1565, 289, 1625, 2451, 3096, 1921, 2100, 845, 2061, 1039, 274, 2408, 327]","[2855, 1137, 2597, 1437, 384, 1244, 2882, 449, 1351, 3567, 2793, 3115, 2603, 3074, 827, 1014, 48, 814, 600, 1151, 1694, 949, 1312, 557, 804, 1056, 3062, 2837, 596, 1120, 2297, 939, 2393, 2876, 3427, 186]","[348, 1014, 472, 281, 1996, 327, 3005, 467, 683, 305, 2314, 1095, 71, 143, 423, 3709, 130, 3631, 600, 1086, 968, 653, 3525, 1464, 883, 1345, 538, 2152, 1487, 1953, 153, 1246, 1437, 118, 3661, 926]","[1437, 778, 1234, 3203, 1751, 779, 3555, 1095, 1961, 2544, 2143, 2967, 2028, 597, 147, 2782, 2339, 2622, 1958, 2066, 3641, 2137, 2118, 289, 2938, 1487, 2292, 888, 3718, 2765, 695, 2079, 164, 1199, 2058, 1650]"
111,"[62, 465, 778, 2055, 23, 2419, 867, 2834, 1000, 458, 1318, 2662, 812, 610, 1242, 3485, 1231, 1520, 2990, 2566, 1007, 1449, 3200, 1389, 1031, 1254, 1445, 1625, 1987, 3638, 2806, 1437, 2705, 3602, 945, 1544]","[1921, 1565, 130, 1049, 689, 1682, 430, 403, 1058, 1242, 126, 1994, 2990, 1422, 2563, 1953, 778, 2100, 2380, 2603, 849, 678, 859, 1358, 2980, 2298, 3694, 2451, 2028, 1507, 1878, 281, 1002, 1870, 986, 2628]","[564, 1236, 2597, 1999, 1555, 40, 1758, 1078, 3688, 1196, 520, 2898, 2868, 2459, 1055, 2561, 48, 2498, 3406, 2919, 3019, 1153, 1202, 2108, 804, 2067, 3326, 695, 2973, 2705, 323, 3711, 46, 116, 1490, 1731]","[305, 327, 281, 719, 130, 1014, 1996, 368, 118, 1568, 467, 123, 348, 1246, 71, 423, 2477, 653, 160, 1410, 1376, 1086, 1095, 885, 3570, 3464, 2644, 265, 2076, 1404, 2275, 72, 1576, 572, 426, 1624]","[1751, 779, 2339, 3203, 1437, 2337, 2848, 289, 2777, 1721, 695, 533, 1480, 701, 2323, 1643, 2118, 2079, 2765, 684, 2544, 3641, 529, 1059, 2579, 1958, 164, 1524, 3154, 1644, 778, 1494, 1330, 2292, 349, 2219]"
112,"[2055, 62, 610, 2782, 368, 23, 1028, 3638, 3714, 1012, 436, 423, 110, 2488, 1843, 799, 3050, 1003, 1892, 1484, 1466, 903, 456, 1101, 1169, 3249, 961, 2085, 826, 1271, 956, 1177, 1507, 2804, 1039, 1176]","[2139, 1004, 403, 430, 2144, 714, 1565, 3682, 1999, 1058, 859, 1154, 395, 1994, 2942, 1065, 1921, 2406, 2888, 2902, 1702, 1002, 2114, 435, 678, 2779, 526, 1167, 1622, 903, 867, 1967, 1078, 778, 1996, 3083]","[904, 1406, 2597, 1999, 285, 1412, 1643, 2340, 2272, 655, 3531, 2898, 988, 2459, 1055, 2561, 48, 973, 3406, 63, 2084, 1153, 1287, 2108, 804, 2409, 2306, 429, 2973, 2990, 3042, 2057, 1046, 2612, 1490, 2251]","[281, 130, 2275, 719, 653, 683, 368, 71, 179, 305, 1410, 607, 1139, 600, 1086, 423, 820, 1014, 1638, 572, 839, 74, 467, 798, 2193, 3575, 885, 348, 2371, 2005, 1449, 1330, 1095, 2540, 1312, 1996]","[289, 2339, 778, 779, 1751, 3203, 2557, 529, 2337, 68, 3129, 2777, 2308, 147, 2672, 1721, 2323, 2219, 695, 1437, 818, 1099, 2369, 2103, 2310, 2702, 1429, 468, 180, 2728, 1641, 2028, 2938, 1410, 98, 791]"
113,"[23, 62, 1908, 368, 1231, 198, 2918, 1070, 2028, 3185, 833, 866, 458, 812, 956, 1244, 1214, 267, 281, 1320, 2682, 1898, 298, 436, 2139, 1029, 1735, 1031, 1169, 20, 2126, 423, 644, 849, 1088, 2635]","[1002, 794, 678, 430, 2139, 2406, 535, 1565, 2054, 461, 1702, 1710, 1058, 2247, 654, 366, 2105, 137, 2318, 935, 567, 2298, 859, 2602, 1040, 3005, 867, 526, 2528, 151, 3014, 467, 274, 3217, 2408, 778]","[3409, 1568, 608, 3164, 665, 333, 875, 1721, 307, 3000, 3379, 1214, 3413, 1102, 3204, 3224, 3589, 3477, 1747, 731, 381, 2743, 3291, 2638, 349, 3458, 3597, 1029, 2231, 3751, 168, 843, 1122, 1293, 1139, 2551]","[130, 281, 572, 885, 283, 2447, 368, 305, 600, 653, 719, 467, 2099, 1765, 265, 1002, 607, 1638, 2115, 348, 2415, 71, 3694, 1410, 2516, 839, 815, 143, 1122, 3517, 1244, 183, 297, 1609, 1095, 1330]","[779, 533, 1721, 2339, 2337, 68, 1437, 857, 3203, 1095, 2765, 1845, 1525, 2104, 529, 2095, 778, 2561, 3662, 2369, 1047, 3561, 3091, 3372, 2016, 3586, 1099, 2702, 2058, 495, 1624, 2705, 3147, 1982, 1142, 2310]"
114,"[479, 458, 62, 1077, 3290, 298, 1029, 23, 956, 92, 380, 1963, 281, 110, 338, 467, 1070, 668, 2408, 2592, 1177, 443, 2533, 694, 1578, 3165, 1648, 799, 1407, 1089, 2753, 1210, 154, 2110, 1620, 1286]","[3014, 2024, 654, 3632, 526, 924, 678, 2406, 2990, 346, 2067, 1242, 302, 868, 2061, 1507, 1422, 1531, 2054, 1512, 2139, 400, 1565, 2728, 2415, 2115, 2520, 498, 885, 799, 274, 92, 2516, 3083, 3682, 867]","[3201, 2954, 608, 199, 472, 293, 1837, 525, 2811, 534, 3476, 1714, 1887, 1296, 2693, 2890, 3589, 1494, 694, 1211, 1416, 1408, 2433, 2638, 349, 2253, 2779, 957, 95, 2169, 3179, 811, 494, 2519, 335, 2764]","[2415, 281, 572, 719, 368, 653, 600, 348, 607, 467, 305, 72, 2643, 432, 885, 1568, 71, 864, 267, 1330, 1678, 1765, 1662, 1122, 3655, 2322, 889, 968, 2067, 426, 1064, 3367, 1998, 683, 1095, 2115]","[3203, 779, 1982, 857, 3561, 68, 684, 533, 2339, 2104, 2028, 1721, 1139, 2337, 778, 1792, 1095, 529, 1398, 2765, 3725, 2067, 2185, 2219, 3575, 1437, 2484, 791, 1644, 1525, 3464, 2233, 1218, 1099, 695, 2343]"
115,"[338, 23, 298, 687, 683, 1029, 281, 458, 1283, 2280, 2349, 479, 1197, 1370, 1250, 267, 214, 1267, 1269, 639, 2999, 1502, 816, 92, 110, 380, 1212, 3003, 1320, 674, 3004, 1122, 1070, 198, 1999, 756]","[1004, 1002, 1422, 678, 2139, 1358, 403, 1512, 3014, 868, 263, 3083, 1507, 1996, 2546, 2240, 2401, 3678, 683, 1665, 338, 1798, 539, 2229, 2942, 1448, 2520, 2990, 2100, 3632, 387, 2105, 3671, 426, 1654, 2036]","[3047, 2378, 608, 3416, 2988, 119, 974, 3238, 2558, 2918, 3547, 1480, 2745, 512, 1997, 2874, 268, 3757, 2747, 2349, 1607, 593, 2724, 3240, 2797, 2175, 1881, 594, 346, 3076, 3016, 265, 2757, 2932, 3094, 1016]","[600, 305, 281, 719, 265, 607, 1678, 400, 1638, 572, 1507, 3151, 348, 1099, 368, 818, 1662, 1314, 426, 864, 72, 467, 3273, 1095, 653, 52, 3561, 683, 732, 2408, 196, 1038, 1540, 1568, 2898, 2416]","[3203, 3555, 2276, 779, 1218, 1721, 3664, 2765, 2337, 3586, 68, 529, 2366, 2104, 2118, 490, 456, 3602, 2610, 3137, 1714, 2514, 1888, 1680, 2633, 1352, 801, 3196, 2517, 1095, 3129, 2848, 695, 3725, 783, 3438]"
116,"[479, 281, 298, 2994, 338, 968, 198, 368, 683, 20, 816, 644, 1002, 833, 1218, 2349, 724, 40, 1723, 3185, 1385, 1299, 1800, 687, 1029, 1070, 2678, 738, 1197, 249, 820, 3358, 1264, 1608, 147, 3648]","[3014, 1422, 539, 1002, 3128, 23, 1130, 1762, 1358, 2182, 62, 2137, 3632, 968, 263, 392, 800, 137, 843, 1953, 2024, 1411, 3621, 1230, 1448, 2028, 1050, 1796, 986, 678, 1921, 1898, 600, 2759, 1920, 2066]","[2669, 2172, 608, 1567, 2576, 2019, 3626, 3545, 2901, 1761, 2935, 2336, 591, 512, 2024, 2874, 268, 3354, 1364, 53, 1854, 593, 174, 3240, 2797, 2310, 1888, 1246, 346, 2212, 3286, 1674, 940, 1830, 958, 2375]","[719, 348, 281, 305, 283, 265, 864, 653, 143, 1095, 1678, 1314, 179, 607, 123, 368, 3106, 2709, 2742, 67, 2103, 260, 1662, 683, 3186, 1399, 55, 911, 1091, 1139, 756, 1864, 926, 205, 3570, 885]","[695, 1624, 2644, 3602, 2633, 529, 1845, 1942, 2219, 1525, 824, 1644, 779, 3555, 68, 1969, 2104, 495, 2222, 2067, 1218, 1095, 815, 533, 2103, 3664, 1721, 2504, 2544, 2896, 2366, 2347, 3738, 2663, 1616, 3574]"
117,"[1034, 479, 298, 1014, 995, 368, 3668, 1116, 833, 1451, 20, 968, 281, 498, 2743, 1775, 92, 939, 1816, 3147, 1503, 524, 2463, 1108, 1283, 1206, 1267, 2007, 1340, 3134, 3530, 1790, 1006, 1312, 22, 707]","[2230, 3678, 3014, 3083, 683, 302, 1565, 2663, 2586, 1507, 391, 2643, 539, 218, 600, 1422, 2030, 91, 2628, 281, 1967, 1961, 2166, 512, 1921, 1221, 3679, 1142, 2380, 526, 1435, 2418, 2942, 1358, 1446, 289]","[3189, 3432, 3740, 950, 2283, 92, 3401, 1251, 1320, 443, 3372, 1701, 3060, 2874, 3602, 2838, 1508, 3202, 280, 3236, 154, 1498, 1865, 2809, 1042, 1291, 2073, 524, 1385, 2867, 2822, 3505, 836, 1686, 2946, 1147]","[305, 281, 653, 368, 864, 348, 283, 1095, 719, 1314, 857, 1284, 3151, 683, 1449, 1291, 2517, 1154, 139, 1662, 968, 2707, 297, 316, 67, 2936, 885, 123, 1939, 3085, 1911, 3352, 1801, 3682, 234, 2218]","[529, 695, 1594, 1845, 495, 746, 3575, 2376, 2789, 1624, 3343, 1047, 1095, 518, 2066, 3725, 3074, 1734, 1598, 931, 2405, 48, 1059, 2504, 1099, 3644, 545, 1927, 2633, 2644, 1729, 2075, 2016, 2067, 1330, 2058]"
118,"[110, 298, 1966, 1845, 467, 1798, 263, 92, 687, 897, 2115, 77, 1683, 986, 1469, 1299, 1210, 281, 2547, 236, 2118, 2160, 1271, 1034, 3620, 338, 410, 1252, 1154, 1022, 1221, 1496, 1531, 610, 3480, 1808]","[1358, 1507, 3014, 2182, 355, 2100, 3678, 2290, 1446, 323, 3032, 3083, 526, 281, 1049, 3059, 338, 2602, 1967, 683, 1520, 137, 298, 3037, 856, 364, 539, 2024, 2914, 2406, 145, 392, 1221, 2114, 1644, 1717]","[2502, 1489, 3740, 3232, 3620, 1610, 1515, 3514, 2199, 1800, 1260, 3284, 1148, 1946, 3721, 245, 1508, 2673, 1027, 1314, 3486, 3553, 769, 2809, 1042, 2273, 1424, 3599, 2799, 655, 1376, 2058, 2056, 1403, 2588, 2497]","[305, 281, 72, 1284, 368, 864, 2415, 1607, 348, 683, 526, 2519, 963, 2990, 67, 2705, 1437, 426, 2359, 3730, 507, 1095, 1927, 3024, 968, 1711, 3262, 3464, 998, 1612, 143, 926, 196, 1736, 1568, 2605]","[2175, 1095, 1594, 1218, 2644, 1942, 824, 2337, 68, 2405, 2765, 552, 545, 1721, 2544, 509, 1982, 1931, 1558, 1729, 1644, 1047, 2728, 1700, 3145, 3276, 217, 2180, 2462, 2003, 1706, 673, 3555, 3092, 534, 518]"
119,"[2115, 467, 3372, 20, 683, 3326, 2263, 1299, 2055, 78, 2057, 251, 281, 995, 624, 1319, 3193, 498, 1231, 950, 77, 2996, 477, 2292, 1823, 263, 1351, 992, 1665, 1616, 2278, 1744, 2064, 107, 298, 2290]","[1002, 1252, 391, 1446, 600, 2286, 526, 1567, 1507, 3014, 2546, 511, 1265, 1994, 392, 1654, 1659, 2415, 2100, 867, 678, 3083, 2155, 2448, 1599, 3128, 2144, 1825, 1790, 2182, 302, 2489, 1996, 3678, 426, 2054]","[2502, 3194, 3740, 3232, 906, 302, 1831, 3514, 1244, 1800, 536, 3284, 2228, 1946, 3721, 245, 1508, 1872, 1027, 469, 2367, 3553, 769, 2809, 1042, 2273, 1629, 632, 2799, 655, 2370, 2058, 2670, 2423, 2588, 3302]","[281, 348, 368, 305, 968, 683, 507, 526, 3085, 511, 1206, 1801, 864, 1673, 283, 1402, 1609, 2017, 72, 2519, 2896, 1510, 1721, 3441, 1437, 1655, 196, 1864, 2174, 1047, 1599, 1608, 963, 1638, 525, 109]","[2337, 68, 1644, 518, 2765, 2848, 1761, 2582, 1059, 2669, 941, 217, 1095, 2628, 1330, 1581, 2103, 2877, 2644, 1594, 21, 3473, 2610, 3725, 1721, 1047, 1729, 3112, 3096, 1142, 2367, 107, 2016, 2028, 509, 3254]"
120,"[956, 281, 3225, 915, 709, 800, 2781, 2468, 1269, 2186, 410, 904, 2037, 1002, 154, 2828, 1773, 1638, 338, 1220, 1398, 364, 799, 1231, 363, 408, 1978, 3252, 2937, 230, 893, 1954, 1460, 107, 1402, 529]","[843, 1627, 2906, 3083, 778, 1961, 1994, 612, 2957, 3672, 3014, 62, 274, 1953, 1622, 600, 2025, 512, 2061, 2602, 2054, 1967, 2587, 1252, 1221, 2474, 3012, 2415, 239, 1611, 1222, 1210, 2024, 1411, 220, 2942]","[3707, 305, 3740, 1954, 239, 776, 1966, 3256, 40, 510, 2682, 2756, 24, 245, 3511, 1495, 2807, 1259, 734, 3125, 2845, 6, 416, 1258, 2675, 1488, 2726, 3619, 3101, 3000, 692, 80, 3563, 156, 420, 3214]","[963, 1402, 281, 72, 683, 526, 1599, 889, 348, 1095, 864, 2110, 368, 2588, 1372, 305, 212, 283, 499, 1012, 2038, 883, 1655, 538, 507, 1096, 3325, 1449, 1608, 2366, 1206, 1691, 2144, 1974, 1047, 1437]","[1644, 1330, 2337, 1594, 2765, 857, 518, 2644, 2028, 2016, 815, 1095, 2405, 2504, 68, 2233, 2462, 3555, 3473, 648, 2628, 2672, 468, 1598, 3096, 2103, 1410, 123, 1706, 21, 509, 2347, 1047, 709, 498, 3011]"
121,"[323, 281, 380, 1990, 92, 3633, 357, 467, 1029, 498, 1231, 153, 1898, 2788, 298, 3603, 1267, 3118, 98, 711, 251, 177, 995, 1925, 1472, 2325, 1295, 878, 694, 820, 333, 579, 3234, 612, 2115, 508]","[1953, 1994, 1307, 2024, 2497, 3678, 263, 1961, 512, 2587, 1892, 683, 1515, 1411, 2054, 2424, 1999, 403, 1446, 400, 380, 678, 903, 600, 666, 2602, 843, 526, 3585, 426, 778, 467, 1219, 1627, 3083, 302]","[1869, 3003, 3740, 2258, 1738, 196, 3559, 2967, 1412, 3729, 3734, 1289, 1187, 1198, 1659, 3239, 2807, 2065, 994, 3588, 2886, 378, 1875, 1258, 2675, 2775, 1961, 405, 1663, 396, 212, 1737, 3696, 641, 3549, 38]","[526, 1206, 1402, 719, 507, 963, 305, 864, 347, 415, 1095, 2408, 1012, 1599, 1372, 714, 196, 344, 511, 2856, 2110, 538, 348, 1574, 1699, 1437, 212, 2487, 1117, 328, 1673, 1914, 815, 1487, 2219, 1594]","[2028, 1721, 1598, 2732, 1142, 1644, 3276, 1558, 1594, 2095, 2337, 1059, 2765, 1047, 2175, 509, 1095, 948, 518, 1700, 1456, 2628, 1982, 1761, 815, 1437, 1581, 2143, 1410, 2405, 416, 2877, 2376, 1613, 3112, 2544]"
122,"[323, 281, 2073, 3432, 895, 1167, 3273, 683, 159, 612, 1415, 1345, 2702, 298, 1427, 2879, 1267, 467, 1844, 1269, 867, 1242, 1149, 2688, 305, 263, 800, 3303, 1029, 2678, 461, 1639, 2639, 1168, 1281, 2044]","[3014, 778, 1961, 1953, 3138, 150, 1472, 1040, 3678, 1279, 2061, 281, 1252, 1445, 2906, 263, 337, 2100, 499, 683, 400, 1466, 442, 1800, 298, 274, 1018, 539, 1221, 100, 123, 2489, 2114, 267, 467, 2938]","[3463, 3215, 3740, 2892, 636, 1000, 1665, 1583, 2585, 3663, 1465, 1785, 1407, 1495, 2398, 1328, 1593, 3471, 3388, 1628, 1222, 965, 2057, 596, 1020, 364, 2688, 3311, 330, 3480, 1451, 2020, 3120, 3676, 1223, 2005]","[305, 511, 1012, 1372, 2856, 1492, 123, 348, 719, 499, 507, 526, 1095, 2110, 368, 93, 1437, 712, 67, 2298, 2288, 1487, 1332, 815, 484, 3595, 836, 297, 1410, 1402, 3050, 2013, 1047, 1599, 792, 938]","[1721, 2028, 68, 2765, 1598, 1095, 2544, 1142, 857, 1330, 3644, 1594, 2175, 2081, 1059, 509, 1644, 1437, 2103, 2644, 2337, 529, 2628, 1456, 1410, 815, 498, 2528, 518, 1958, 2405, 2440, 2218, 1729, 3359, 746]"
