,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty
74,"[68, 183, 430, 654, 2893, 97, 483, 320, 409, 392, 569, 1961, 1318, 259, 1252, 612, 1377, 2114, 1011, 3585, 6, 2546, 3128, 156, 403, 2100, 1701, 3226, 45, 2914, 518, 1954, 859, 3670, 1967, 1119]","[48, 1116, 1708, 522, 855, 957, 1505, 1190, 687, 256, 487, 964, 1122, 1503, 326, 1220, 1160, 260, 169, 445, 1982, 719, 2879, 927, 584, 1825, 1029, 2609, 1372, 1435, 2085, 68, 2406, 3740, 2171, 1283]","[3617, 2248, 2999, 2150, 1709, 2822, 510, 3272, 2338, 2132, 889, 2700, 3250, 3193, 1279, 341, 2355, 1653, 256, 2811, 134, 699, 1496, 1055, 1775, 2078, 279, 114, 1276, 3194, 3208, 1432, 3340, 3335, 2398, 2463]","[934, 48, 765, 434, 220, 884, 689, 321, 789, 584, 695, 1844, 1439, 1366, 2916, 597, 747, 75, 395, 3055, 1620, 1914, 529, 1002, 387, 129, 1004, 1800, 2262, 1554, 357, 62, 738, 1422, 455, 44]","[2025, 3563, 1618, 1137, 2219, 198, 1540, 744, 3317, 2980, 3703, 861, 3005, 1905, 2869, 3375, 289, 226, 2666, 600, 1594, 2765, 2103, 1756, 1751, 1650, 44, 133, 2968, 3728, 2098, 3457, 1048, 680, 1546, 1625]"
75,"[156, 484, 647, 306, 522, 666, 3003, 897, 274, 46, 326, 360, 1596, 74, 952, 727, 1216, 68, 2906, 526, 1632, 473, 3032, 320, 323, 1654, 1323, 2752, 941, 806, 281, 2416, 712, 1004, 550, 295]","[48, 719, 142, 706, 211, 825, 1283, 68, 410, 927, 441, 1768, 240, 395, 2967, 1190, 326, 1731, 1275, 1825, 939, 2902, 1987, 49, 1708, 2005, 3051, 1105, 1581, 487, 2105, 1921, 522, 340, 1238, 765]","[1017, 2104, 2999, 176, 1182, 1579, 1300, 354, 743, 817, 708, 2118, 1234, 2960, 3315, 2978, 321, 1016, 2420, 1961, 2385, 3588, 3300, 2693, 2144, 312, 17, 940, 413, 910, 1447, 633, 1375, 3463, 1241, 1731]","[695, 1002, 434, 597, 1081, 607, 707, 3449, 884, 321, 1844, 44, 529, 1043, 2764, 674, 289, 584, 220, 1961, 3104, 1366, 48, 75, 300, 357, 992, 984, 1540, 485, 1226, 2185, 1390, 263, 1625, 1358]","[870, 360, 1142, 1837, 3457, 815, 1004, 23, 1540, 1392, 3005, 600, 3317, 734, 1710, 2219, 1449, 3638, 1751, 3290, 2980, 1358, 607, 1043, 3482, 1650, 2562, 1003, 2849, 2869, 2728, 962, 366, 133, 3563, 1618]"
76,"[68, 274, 1253, 647, 320, 526, 869, 1221, 400, 779, 1029, 318, 884, 326, 702, 1912, 518, 2028, 1507, 3636, 1558, 328, 794, 403, 522, 1220, 785, 183, 1218, 1415, 1765, 1254, 1570, 820, 239, 3681]","[48, 957, 197, 754, 3740, 480, 522, 1283, 2139, 889, 441, 1502, 719, 1469, 743, 644, 897, 204, 833, 203, 1853, 518, 994, 92, 1014, 647, 653, 395, 211, 1190, 711, 3441, 68, 765, 2044, 397]","[2143, 3754, 2999, 3398, 102, 64, 1525, 2424, 3217, 1774, 351, 2151, 467, 2960, 3447, 3172, 321, 1645, 189, 205, 157, 1654, 870, 2024, 2144, 3631, 17, 1938, 2026, 616, 2440, 633, 2058, 170, 1524, 813]","[1844, 529, 695, 3449, 220, 357, 48, 597, 387, 1366, 984, 1964, 1002, 252, 927, 2666, 798, 2218, 765, 738, 992, 1043, 1560, 1330, 754, 1439, 1226, 3662, 551, 1095, 1234, 1900, 1060, 1134, 3729, 2469]","[2980, 1507, 3290, 1650, 3482, 800, 2635, 1568, 3317, 360, 2041, 1867, 44, 126, 1086, 600, 1003, 815, 198, 2098, 2373, 1449, 1142, 1549, 1402, 1043, 1703, 1392, 3318, 3530, 1004, 2724, 1837, 3563, 2765, 1618]"
77,"[68, 403, 2942, 1647, 569, 79, 263, 941, 843, 2275, 859, 1194, 326, 526, 53, 1347, 45, 1629, 584, 802, 1666, 363, 3494, 972, 522, 259, 2298, 1262, 3634, 397, 1086, 274, 473, 1796, 647, 71]","[48, 92, 197, 156, 682, 743, 1063, 1090, 1250, 1492, 507, 1708, 3304, 1372, 3740, 833, 73, 1509, 1989, 522, 142, 882, 2378, 1997, 223, 498, 68, 754, 2277, 706, 338, 2864, 1280, 211, 2044, 719]","[383, 1584, 2999, 2698, 493, 1804, 2444, 1910, 2218, 1784, 1151, 586, 1967, 2738, 1999, 366, 1479, 2441, 3424, 1226, 1655, 2618, 1018, 491, 1570, 3468, 3439, 2401, 3306, 1671, 1977, 3741, 21, 2179, 1752, 2551]","[48, 968, 927, 220, 738, 765, 336, 884, 707, 349, 584, 387, 1358, 2777, 1487, 2, 1004, 1043, 2561, 1439, 2409, 289, 597, 1751, 3317, 1002, 501, 1457, 1738, 1226, 1092, 953, 3729, 129, 529, 1432]","[1625, 1027, 23, 3317, 1330, 339, 1358, 607, 2098, 689, 800, 1650, 1572, 1618, 2041, 1376, 1911, 1086, 2724, 1837, 1028, 342, 1568, 2137, 2765, 962, 2104, 1439, 2241, 2548, 3706, 1186, 366, 1540, 190, 1307]"
78,"[68, 137, 326, 1352, 214, 289, 2422, 941, 702, 526, 825, 298, 840, 1299, 639, 507, 2409, 3172, 785, 2400, 1023, 369, 2154, 2458, 689, 1267, 3642, 569, 392, 1710, 687, 550, 3203, 600, 1833, 972]","[48, 156, 2864, 3740, 68, 785, 232, 719, 480, 877, 203, 522, 653, 569, 197, 369, 1377, 259, 612, 1511, 1029, 1039, 1210, 3083, 858, 326, 265, 289, 1250, 1206, 1119, 1673, 1116, 240, 1232, 521]","[3084, 1544, 1417, 2836, 691, 148, 1797, 3026, 3179, 392, 261, 2343, 869, 2311, 1652, 2243, 41, 1468, 2577, 3715, 2519, 1687, 581, 1133, 3197, 984, 2592, 2888, 2583, 2843, 1657, 3268, 2418, 1689, 3073, 2837]","[538, 707, 1713, 387, 884, 1002, 129, 336, 1398, 48, 738, 765, 669, 3574, 1197, 754, 584, 927, 23, 1544, 3530, 1043, 1457, 413, 933, 495, 1226, 2058, 677, 3014, 962, 597, 529, 2104, 1487, 1187]","[1358, 1618, 3457, 3375, 1086, 1028, 3386, 1307, 190, 3317, 347, 366, 1710, 3052, 1703, 2098, 1549, 2137, 2849, 849, 289, 1892, 1314, 3028, 1809, 815, 2206, 3372, 3563, 2508, 19, 1518, 2327, 198, 1568, 3446]"
79,"[68, 137, 526, 391, 461, 600, 295, 74, 550, 483, 369, 79, 518, 765, 392, 1100, 2240, 1622, 2350, 572, 821, 1023, 435, 2923, 1390, 972, 611, 430, 1090, 1518, 727, 1000, 1996, 654, 2085, 1143]","[48, 232, 68, 142, 719, 2104, 265, 785, 289, 97, 1920, 259, 878, 884, 2010, 1511, 1186, 3670, 3485, 197, 2137, 858, 223, 480, 1206, 1210, 968, 550, 833, 338, 1921, 3251, 1250, 2153, 1119, 780]","[1120, 904, 1417, 3273, 2417, 2858, 3530, 258, 459, 2567, 63, 255, 1212, 2311, 2832, 2243, 41, 38, 1463, 1847, 2586, 1109, 1826, 1630, 3197, 1778, 2592, 1939, 3114, 1066, 1555, 3268, 897, 569, 76, 727]","[336, 884, 1721, 1187, 707, 2765, 2566, 1138, 927, 2175, 2545, 3408, 23, 387, 36, 1544, 765, 3212, 3643, 2212, 298, 3192, 3016, 584, 2736, 300, 44, 129, 1234, 2294, 1004, 1483, 747, 1398, 1099, 529]","[1568, 1618, 1715, 198, 1439, 1142, 2871, 263, 1449, 2666, 289, 190, 607, 360, 3028, 1027, 2644, 347, 849, 3052, 450, 866, 1650, 3457, 3730, 1004, 1914, 2451, 3317, 3270, 2283, 1993, 2250, 2206, 2401, 733]"
80,"[68, 79, 71, 550, 1945, 318, 45, 1526, 203, 2353, 2389, 718, 569, 927, 391, 283, 449, 1119, 1625, 869, 326, 1702, 899, 882, 855, 1824, 1444, 877, 74, 1682, 274, 1312, 539, 957, 369, 859]","[48, 223, 142, 884, 338, 785, 2864, 1167, 569, 1090, 480, 1242, 1122, 1372, 2378, 543, 522, 2595, 868, 612, 1029, 1511, 1980, 2899, 2368, 719, 339, 1666, 1768, 1296, 63, 1004, 826, 882, 2044, 584]","[3450, 1098, 275, 998, 3713, 775, 3396, 1905, 2772, 477, 2484, 1640, 489, 2243, 353, 3309, 3110, 2475, 898, 968, 1924, 1877, 2439, 3543, 1432, 2149, 3120, 371, 1059, 1394, 3453, 1604, 962, 118, 2375, 2092]","[927, 336, 2369, 1187, 2376, 765, 584, 2597, 962, 1751, 3530, 1540, 2095, 884, 1121, 1313, 366, 677, 705, 495, 1202, 387, 747, 1127, 1641, 2644, 198, 957, 2283, 2219, 1476, 239, 1095, 44, 2002, 786]","[1307, 3561, 1934, 3375, 1216, 2219, 866, 19, 1449, 1568, 1703, 1402, 941, 1715, 1027, 607, 2137, 3700, 1618, 3317, 1867, 1581, 159, 2627, 263, 1751, 3457, 190, 1187, 800, 2350, 2582, 1376, 3386, 3533, 1993]"
81,"[68, 526, 857, 395, 1128, 499, 1423, 821, 892, 239, 74, 256, 360, 2474, 430, 550, 305, 2174, 733, 3367, 259, 1625, 267, 1945, 449, 2575, 1678, 1291, 289, 600, 1402, 2562, 76, 654, 942, 1809]","[480, 123, 48, 1130, 785, 1011, 569, 97, 2798, 543, 142, 1492, 800, 550, 3367, 1558, 927, 1982, 498, 1059, 204, 833, 1275, 2298, 289, 1980, 522, 2666, 2835, 489, 2104, 733, 2559, 2081, 259, 1936]","[3457, 3409, 275, 998, 264, 1963, 2366, 1905, 1013, 1056, 731, 1640, 102, 2243, 353, 3309, 3110, 786, 898, 293, 1813, 1731, 2439, 3543, 1432, 2149, 3221, 3446, 315, 1169, 3453, 3697, 2094, 118, 429, 659]","[3703, 584, 1086, 994, 387, 1187, 1665, 962, 884, 705, 2691, 2764, 300, 1099, 3530, 2369, 1751, 575, 1518, 1314, 1578, 366, 2980, 677, 1202, 3664, 1004, 1873, 1103, 1398, 1590, 1598, 2504, 177, 3724, 533]","[3700, 2469, 1540, 2219, 1142, 1612, 1697, 607, 1376, 3317, 1027, 289, 2196, 2980, 1314, 2373, 1568, 2642, 263, 2777, 3138, 849, 3375, 1145, 2235, 2327, 1800, 1130, 1581, 2557, 535, 3052, 1487, 521, 1650, 1911]"
82,"[68, 3121, 518, 537, 550, 160, 539, 472, 1593, 526, 410, 1691, 2628, 430, 369, 857, 461, 522, 97, 259, 2747, 1044, 71, 2174, 473, 2268, 338, 569, 1287, 400, 2232, 2390, 884, 2424, 1469, 881]","[48, 480, 142, 1987, 601, 1503, 2137, 304, 535, 204, 248, 1029, 1386, 2406, 2559, 588, 260, 296, 1101, 1372, 1430, 1279, 1116, 1232, 683, 339, 2957, 1632, 522, 2255, 3485, 326, 97, 1980, 1469, 2906]","[1051, 2453, 2505, 2246, 2601, 50, 3018, 3758, 2370, 1265, 2200, 2860, 2468, 3309, 1566, 3043, 1368, 3599, 2001, 2526, 2878, 2268, 1094, 1991, 1377, 3360, 2299, 164, 2487, 472, 1669, 1784, 3518, 2509, 3052, 1127]","[3530, 962, 2077, 884, 147, 2051, 336, 2212, 1578, 1121, 501, 1187, 1099, 1476, 177, 1004, 387, 2765, 1530, 23, 677, 1890, 251, 1234, 1761, 1717, 290, 2016, 574, 1608, 41, 1086, 2424, 1059, 2771, 1665]","[2321, 1540, 1914, 1905, 953, 3052, 1429, 3670, 3212, 23, 1911, 434, 934, 1226, 1809, 357, 1314, 3317, 477, 1086, 1618, 849, 3217, 1568, 2718, 376, 1697, 2099, 1507, 1027, 3375, 263, 1, 607, 2250, 2849]"
83,"[68, 569, 1119, 2404, 283, 845, 897, 499, 825, 550, 176, 518, 395, 430, 2563, 157, 760, 1539, 653, 409, 1056, 800, 563, 1133, 539, 1023, 295, 2565, 1970, 442, 71, 948, 97, 868, 1299, 1287]","[2533, 204, 68, 754, 1101, 927, 588, 1116, 1652, 550, 1545, 779, 3718, 1152, 1011, 785, 326, 1296, 1250, 1414, 942, 2906, 1816, 569, 1275, 461, 1768, 3082, 296, 2628, 232, 1044, 1257, 208, 306, 507]","[2169, 763, 2505, 2455, 855, 1239, 3542, 2522, 692, 799, 912, 2658, 1921, 2795, 1777, 2629, 1368, 3298, 49, 1548, 2423, 1855, 2984, 733, 318, 3360, 1792, 599, 459, 2988, 138, 446, 2513, 1844, 957, 3587]","[962, 584, 574, 290, 300, 94, 1078, 1721, 133, 2994, 1004, 473, 501, 680, 1875, 2562, 1608, 3242, 3170, 1884, 717, 2096, 1187, 2736, 1705, 744, 239, 3543, 1059, 957, 3028, 2327, 1766, 1330, 800, 1691]","[1551, 3052, 2627, 2862, 1330, 1809, 1086, 934, 1618, 434, 1314, 1307, 607, 2327, 3624, 3549, 2849, 2451, 348, 289, 1540, 2294, 1226, 1703, 3700, 2093, 2684, 360, 1004, 3270, 312, 1568, 695, 1340, 1449, 263]"
84,"[68, 537, 2759, 499, 259, 859, 1299, 3082, 825, 338, 524, 274, 123, 2437, 391, 550, 1781, 765, 359, 869, 1972, 145, 1252, 833, 472, 395, 42, 2608, 2559, 409, 92, 654, 1027, 1993, 551, 1347]","[1503, 779, 2864, 1004, 339, 2666, 1570, 68, 1107, 712, 169, 1921, 296, 283, 1242, 1116, 1844, 1358, 895, 3677, 1029, 1632, 1386, 1372, 2298, 1275, 1554, 518, 1271, 927, 62, 3138, 754, 778, 1982, 179]","[2212, 1240, 3180, 705, 1131, 2045, 2591, 1612, 1451, 332, 3236, 2449, 2470, 1575, 961, 3046, 218, 1053, 3274, 424, 1919, 1467, 2623, 3485, 561, 3520, 2570, 3514, 1013, 8, 518, 2854, 2925, 3694, 2005, 1729]","[717, 298, 2595, 518, 584, 1074, 791, 2156, 533, 1760, 300, 263, 1187, 2238, 962, 1027, 2275, 1875, 3450, 680, 1627, 645, 1330, 2514, 1004, 41, 1234, 1761, 2849, 1424, 2900, 957, 164, 1709, 2883, 768]","[3052, 357, 366, 927, 3624, 3317, 1078, 3375, 2321, 23, 1703, 1449, 360, 2469, 607, 1022, 159, 3154, 1803, 1540, 1142, 598, 1028, 2098, 1568, 289, 1004, 870, 1392, 934, 142, 1715, 1226, 1201, 2684, 1027]"
85,"[68, 1878, 1870, 259, 493, 1846, 8, 114, 1130, 547, 326, 409, 957, 825, 2782, 274, 1252, 2025, 600, 569, 499, 678, 391, 1058, 3240, 657, 1701, 360, 2902, 1765, 465, 2990, 1430, 1283, 220, 512]","[1372, 779, 498, 1386, 260, 1593, 1116, 2368, 1275, 1101, 934, 877, 2929, 3677, 369, 550, 1216, 1321, 785, 518, 179, 204, 68, 169, 289, 296, 248, 1469, 2406, 467, 472, 360, 1748, 787, 1921, 588]","[790, 3625, 3180, 705, 1351, 483, 1670, 1896, 480, 1965, 1907, 2449, 3713, 1575, 961, 3046, 218, 645, 3274, 1005, 3425, 56, 2623, 856, 561, 3520, 2403, 3677, 701, 3644, 518, 477, 1402, 3702, 1246, 536]","[584, 680, 263, 533, 1766, 164, 1526, 1187, 2125, 791, 957, 2156, 2595, 1691, 518, 1927, 1875, 968, 41, 1862, 2642, 1121, 2276, 1480, 1234, 1608, 1424, 2283, 883, 490, 1594, 815, 1687, 1576, 1437, 3154]","[849, 360, 1568, 3317, 1028, 198, 1957, 934, 2240, 598, 2091, 159, 935, 1717, 2098, 1703, 593, 2068, 348, 1449, 2684, 1437, 3700, 1201, 1867, 870, 2041, 2678, 3375, 1392, 395, 2497, 3326, 2241, 2765, 2373]"
86,"[68, 2017, 785, 2639, 337, 957, 512, 71, 8, 409, 1446, 326, 391, 3709, 426, 2036, 499, 1023, 1056, 825, 3648, 2067, 3602, 1765, 220, 889, 2000, 130, 1133, 666, 653, 754, 1790, 91, 1672, 1232]","[785, 68, 588, 882, 653, 2368, 826, 550, 1116, 1271, 1007, 518, 1386, 833, 942, 1619, 1318, 2010, 1029, 663, 296, 779, 259, 2856, 1593, 1853, 1100, 3482, 1297, 857, 1663, 507, 3485, 2879, 1077, 1761]","[929, 1869, 3180, 71, 1881, 556, 548, 3511, 2029, 1291, 787, 575, 2479, 3046, 2645, 516, 2554, 2347, 2471, 1937, 1264, 1645, 3191, 2257, 3741, 2186, 2876, 3185, 849, 703, 1508, 2067, 2789, 1063, 3104, 2916]","[962, 957, 680, 2156, 692, 1187, 584, 1900, 164, 1526, 298, 52, 597, 23, 518, 2883, 239, 2118, 289, 1946, 1121, 1095, 800, 2376, 1721, 3670, 1004, 1520, 1918, 2016, 1699, 1154, 1236, 409, 1923, 1824]","[849, 2098, 1618, 1095, 535, 800, 2497, 2376, 1201, 2849, 3052, 395, 2401, 1594, 607, 1717, 2129, 1449, 861, 2235, 289, 3375, 1751, 198, 1027, 317, 1544, 1168, 2036, 1099, 2496, 598, 434, 2532, 927, 2724]"
87,"[71, 295, 114, 957, 1939, 1636, 259, 3476, 584, 1250, 360, 364, 1613, 298, 455, 1974, 1056, 42, 1152, 1446, 524, 1414, 1459, 1472, 821, 767, 1186, 1659, 160, 3, 1058, 220, 1321, 492, 527, 499]","[653, 584, 942, 1671, 588, 1275, 2368, 1297, 1100, 1271, 1386, 518, 1105, 68, 326, 1422, 2335, 204, 785, 325, 219, 2036, 877, 71, 507, 1130, 869, 884, 1713, 259, 1825, 521, 1216, 2497, 1205, 614]","[2331, 2269, 3180, 1563, 1888, 1649, 1672, 1133, 9, 2273, 3107, 530, 1947, 2607, 3435, 2824, 2554, 2928, 2010, 1310, 1070, 784, 2287, 76, 900, 2186, 3507, 3290, 1579, 2452, 1482, 2044, 29, 765, 632, 2374]","[584, 2118, 23, 692, 1187, 1520, 2028, 164, 962, 495, 529, 2672, 263, 1402, 1138, 957, 298, 1148, 1186, 1121, 812, 65, 1002, 455, 1576, 3381, 1924, 1927, 575, 1004, 1833, 470, 888, 1422, 590, 2922]","[2666, 2724, 861, 395, 3638, 2129, 1809, 19, 3217, 2678, 755, 142, 128, 1751, 3533, 3052, 232, 348, 2240, 434, 935, 3375, 2093, 1027, 1703, 1357, 2041, 1004, 1201, 2823, 1307, 1883, 1568, 2214, 1238, 1414]"
88,"[42, 71, 2079, 1265, 858, 3131, 289, 569, 3677, 413, 3621, 957, 2971, 825, 2484, 680, 845, 442, 455, 1578, 653, 1181, 859, 1957, 600, 1063, 2684, 461, 3204, 114, 88, 3074, 23, 1735, 2764, 3256]","[1593, 507, 588, 1731, 877, 1271, 3101, 1275, 260, 326, 1307, 68, 369, 537, 3114, 410, 1318, 1970, 869, 779, 1422, 857, 702, 787, 778, 785, 1386, 204, 1945, 569, 150, 346, 1982, 1663, 1652, 114]","[1180, 1539, 3180, 414, 1424, 3250, 2070, 1630, 775, 1488, 550, 2938, 2281, 2607, 1330, 2824, 2554, 1867, 316, 2116, 1297, 3302, 2204, 118, 900, 2186, 116, 1142, 212, 1886, 1482, 2594, 875, 232, 1661, 1694]","[692, 1422, 888, 1721, 1187, 2028, 495, 962, 529, 3364, 3643, 1004, 263, 23, 2757, 957, 1255, 2642, 3479, 791, 419, 298, 3270, 1520, 2776, 1931, 812, 68, 1911, 1534, 1568, 1518, 1914, 1047, 1437, 3240]","[1437, 861, 2451, 660, 2098, 357, 607, 1914, 376, 1301, 2644, 198, 137, 1803, 1703, 142, 2849, 3052, 2862, 1004, 1187, 2579, 2214, 2093, 2678, 1142, 2856, 1650, 1376, 1975, 2041, 849, 2240, 2233, 3217, 1027]"
89,"[289, 1142, 584, 8, 689, 3217, 825, 10, 413, 360, 1398, 859, 2233, 3071, 1056, 1002, 986, 114, 785, 473, 1417, 455, 160, 518, 538, 3001, 857, 1129, 511, 3024, 787, 522, 1411, 2710, 409, 71]","[785, 588, 1029, 2496, 2879, 800, 1652, 1275, 2044, 1593, 1271, 537, 884, 1768, 869, 569, 283, 3542, 1107, 1297, 521, 114, 256, 653, 68, 1378, 518, 204, 1242, 2582, 3724, 938, 3682, 1673, 130, 1731]","[3738, 2179, 753, 3102, 3339, 764, 2758, 2912, 50, 2485, 2618, 2187, 3597, 2824, 271, 2653, 455, 272, 3636, 1331, 312, 2608, 487, 729, 3268, 120, 395, 1287, 3323, 1324, 1593, 815, 3009, 1281, 3134, 3019]","[39, 962, 1187, 23, 77, 65, 298, 1721, 529, 3240, 2840, 888, 1086, 1437, 1422, 801, 1234, 1680, 2472, 957, 1004, 860, 3339, 3303, 94, 2079, 3555, 251, 1737, 2230, 2954, 3624, 2776, 1494, 2045, 2777]","[2678, 1414, 2633, 2724, 2376, 198, 3052, 1201, 1544, 357, 1914, 1437, 3530, 607, 1187, 376, 2098, 1703, 3482, 535, 159, 2185, 2137, 1086, 1768, 3217, 1507, 3204, 2856, 2240, 505, 2666, 2849, 2126, 2627, 1751]"
90,"[289, 360, 114, 498, 2613, 3225, 584, 592, 455, 1119, 2948, 130, 880, 274, 1187, 1575, 283, 1116, 680, 859, 1433, 785, 409, 298, 877, 1056, 1701, 1040, 326, 855, 521, 799, 1780, 689, 1989, 1185]","[204, 114, 473, 1652, 1271, 1297, 1672, 2533, 800, 2902, 2100, 360, 869, 274, 1761, 397, 68, 160, 1275, 3444, 2663, 1777, 653, 877, 3052, 74, 306, 1970, 1446, 2278, 761, 2174, 2180, 211, 1895, 859]","[2626, 858, 753, 1323, 2396, 2961, 2104, 696, 1829, 3061, 2823, 2946, 1351, 1889, 348, 3299, 455, 200, 1249, 3336, 2761, 2230, 1284, 2262, 3268, 120, 1293, 2176, 2029, 785, 1593, 2175, 935, 2631, 1391, 2069]","[1187, 23, 2776, 289, 768, 251, 1008, 1314, 3074, 2230, 2669, 1236, 3560, 529, 3586, 1456, 1522, 1330, 3276, 1095, 3157, 1525, 349, 3323, 1004, 495, 1437, 888, 3438, 771, 3192, 509, 1741, 1050, 198, 298]","[2888, 2291, 1432, 541, 198, 1234, 1487, 1004, 2678, 2684, 1307, 607, 1914, 1703, 2544, 357, 1279, 953, 485, 1706, 1717, 2856, 3700, 816, 2627, 2724, 1327, 597, 598, 2849, 923, 181, 3530, 3270, 809, 1768]"
91,"[785, 522, 387, 2408, 114, 360, 23, 289, 484, 391, 1038, 435, 765, 584, 986, 157, 472, 2939, 653, 239, 3012, 465, 409, 857, 1206, 234, 680, 1502, 455, 283, 1056, 71, 869, 298, 3671, 572]","[1652, 653, 1107, 869, 3071, 68, 1133, 391, 71, 1318, 765, 2040, 1833, 1647, 2879, 1275, 2318, 1048, 1414, 204, 2446, 472, 114, 569, 1790, 3065, 833, 169, 240, 326, 3595, 892, 2290, 429, 780, 1271]","[1838, 1689, 753, 1903, 1320, 2943, 1856, 2605, 838, 3683, 2406, 992, 713, 2653, 423, 2794, 455, 1453, 334, 187, 3468, 1679, 3050, 1844, 3058, 120, 103, 3667, 2858, 708, 3606, 1245, 97, 413, 3460, 3064]","[2776, 1456, 2528, 529, 607, 41, 888, 298, 3738, 289, 23, 251, 263, 944, 768, 77, 1845, 456, 3368, 3335, 1422, 3016, 3457, 2232, 1047, 879, 673, 1008, 1741, 181, 2508, 274, 470, 1982, 2165, 1576]","[1004, 289, 816, 2644, 2724, 2684, 1873, 142, 1703, 1544, 1503, 2856, 2849, 357, 322, 2041, 1905, 3530, 1618, 1914, 1230, 3700, 1487, 2076, 1320, 1226, 1829, 2054, 1512, 470, 1327, 232, 607, 1650, 36, 477]"
92,"[232, 289, 785, 584, 114, 234, 126, 455, 3404, 426, 3394, 680, 1853, 2902, 600, 8, 387, 130, 1169, 71, 2067, 1796, 2938, 229, 3149, 572, 2068, 1731, 2066, 298, 1279, 833, 689, 1070, 1790, 518]","[2137, 360, 800, 895, 765, 2879, 114, 1029, 2044, 3724, 472, 1982, 653, 1768, 71, 683, 306, 259, 569, 326, 2040, 1275, 1994, 2374, 2028, 1014, 1386, 204, 97, 2005, 612, 1446, 3489, 2408, 2555, 869]","[1030, 1719, 753, 3234, 1045, 1967, 2703, 1524, 2917, 942, 2060, 2588, 3596, 3299, 978, 2322, 455, 1558, 3070, 2350, 3430, 1666, 1822, 1472, 3058, 120, 3666, 2433, 1759, 351, 3606, 2273, 3241, 1271, 108, 2641]","[41, 298, 529, 1193, 473, 77, 289, 866, 1456, 23, 944, 1483, 888, 607, 2465, 994, 559, 2600, 300, 673, 1086, 2337, 1330, 1437, 495, 415, 251, 664, 3203, 1314, 456, 2579, 107, 709, 1142, 48]","[2633, 289, 2724, 126, 142, 2856, 3200, 1544, 357, 1829, 2823, 1226, 1503, 322, 3700, 1765, 1487, 2644, 376, 1027, 816, 1437, 1914, 1768, 1187, 2849, 618, 2036, 1650, 2592, 2513, 695, 2041, 2750, 2544, 1905]"
93,"[232, 289, 360, 71, 1260, 3059, 8, 157, 884, 680, 387, 426, 3606, 3012, 867, 2919, 466, 518, 92, 465, 1044, 1554, 220, 2495, 3684, 100, 1466, 455, 905, 326, 1026, 1860, 858, 1547, 1652, 1556]","[114, 2879, 360, 369, 325, 449, 897, 569, 800, 68, 97, 1984, 439, 1122, 1761, 1526, 1275, 833, 2440, 1652, 3114, 1004, 3176, 1386, 326, 71, 2559, 1007, 150, 126, 1447, 765, 1077, 3083, 1502, 2416]","[1384, 3395, 753, 2828, 1374, 1709, 2855, 1650, 1248, 1692, 380, 1931, 1629, 2794, 3198, 2330, 455, 3558, 2836, 3293, 3298, 281, 3694, 3058, 120, 1686, 2724, 1795, 2569, 1801, 2914, 680, 51, 1478, 1590, 1089]","[289, 23, 866, 944, 664, 1456, 559, 1982, 607, 1314, 2337, 529, 1177, 251, 419, 1086, 1594, 298, 888, 1099, 1330, 1142, 1026, 1499, 2095, 2107, 1095, 3134, 746, 1528, 518, 107, 1415, 2215, 540, 1050]","[376, 957, 477, 1618, 934, 1230, 366, 2068, 137, 2343, 2041, 3444, 521, 2823, 2724, 3530, 1086, 357, 1914, 2856, 2684, 21, 1187, 1376, 1512, 2579, 1715, 181, 1650, 2666, 1226, 2633, 1873, 593, 1503, 3700]"
94,"[289, 360, 8, 689, 126, 884, 400, 232, 1244, 1466, 1030, 123, 1984, 387, 326, 338, 375, 274, 10, 1703, 512, 100, 1142, 2980, 518, 856, 877, 1665, 130, 2438, 1254, 2009, 572, 498, 678, 92]","[114, 1652, 3394, 833, 71, 483, 68, 2044, 2378, 550, 391, 369, 584, 1507, 535, 1275, 2533, 1526, 1119, 204, 1672, 1296, 449, 130, 3678, 2252, 657, 592, 259, 653, 1252, 2906, 779, 2137, 1210, 1039]","[3663, 1550, 753, 1710, 3715, 208, 3673, 3485, 556, 2656, 1302, 3032, 2811, 2322, 3605, 3300, 1809, 2818, 336, 1447, 3237, 3130, 1751, 3589, 3403, 1975, 1176, 3586, 1350, 1793, 2775, 1023, 3306, 3116, 2147, 3135]","[298, 23, 3670, 1528, 1982, 1415, 1456, 1862, 348, 559, 470, 61, 3517, 673, 677, 2245, 3020, 263, 529, 2921, 107, 1422, 540, 198, 495, 1534, 552, 607, 180, 3427, 1483, 1086, 3298, 2398, 2103, 3586]","[495, 232, 1650, 2041, 1576, 1613, 1086, 1618, 1226, 3255, 150, 2579, 34, 1187, 521, 934, 376, 957, 1139, 2968, 3700, 607, 2724, 3464, 1762, 2179, 470, 2068, 1004, 477, 2103, 2684, 1551, 2666, 3052, 462]"
